OrderID,OrderDate,BranchID,Country,City,CustomerID,ProductID,ProductCategory,ProductName,Brand,Quantity,UnitPrice,DiscountRate,TaxRate,TotalAmount,PaymentMethod,SalesChannel,EmployeeID,WarrantyYears,ReturnFlag,ShipmentMode,DeliveryDays,Currency
ORD135044,09-12-2024,BR13,UK,Manchester,CUST9961,PROD100,Mobile,iPhone 14,Lenovo,2,1702.8,0.11,0.18,3576.56,Debit Card,Online,EMP363,0,1,Express,4,GBP
ORD135045,08-01-2023,BR54,USA,Chicago,CUST1403,PROD961,Accessories,Wireless Mouse,Samsung,1,1937.75,0.01,0.18,2263.68,Debit Card,In-Store,EMP769,0,0,Same Day,1,INR
ORD135046,02-11-2023,BR43,UK,Manchester,CUST4793,PROD678,Laptop,Dell XPS 13,LG,1,1816.94,0.11,0.18,1908.15,Debit Card,Online,EMP894,3,0,Express,5,AED
ORD135047,22-10-2024,BR103,Germany,Hamburg,CUST2210,PROD359,TV,LG OLED 48,HP,3,1942.58,0.21,0.18,5432.62,Net Banking,Online,EMP309,1,1,Same Day,3,USD
ORD135048,21-10-2023,BR32,Germany,Berlin,CUST7221,PROD991,Accessories,Wireless Mouse,LG,4,1882.02,0.09,0.18,8083.65,Cash,Online,EMP968,2,0,Same Day,3,EUR
ORD135049,24-03-2024,BR85,UAE,Dubai,CUST3083,PROD880,TV,Samsung QLED 50,Dell,5,1759.63,0.03,0.18,10070.36,UPI,Online,EMP314,2,1,Standard,5,EUR
ORD135050,16-11-2024,BR87,USA,New York,CUST7629,PROD667,Laptop,HP Spectre x360,Sony,3,895.14,0.29,0.18,2249.84,Credit Card,Online,EMP242,0,0,Express,7,USD
ORD135051,10-05-2024,BR30,UAE,Abu Dhabi,CUST8758,PROD361,Mobile,OnePlus 11,Apple,2,1768.87,0.16,0.18,3506.61,Credit Card,In-Store,EMP731,0,0,Express,10,EUR
ORD135052,06-08-2023,BR23,India,Bangalore,CUST5251,PROD281,Tablet,iPad Air,OnePlus,3,1862.87,0.01,0.18,6528.61,Credit Card,Online,EMP673,0,0,Same Day,6,AED
ORD135053,09-11-2024,BR34,UAE,Dubai,CUST1348,PROD169,TV,Sony Bravia 55,OnePlus,4,191.59,0.16,0.18,759.62,Credit Card,Online,EMP682,1,0,Standard,9,EUR
ORD135054,07-12-2023,BR67,India,Mumbai,CUST9738,PROD955,Accessories,Keyboard,HP,3,1309.37,0.27,0.18,3383.67,Net Banking,In-Store,EMP864,0,0,Same Day,4,USD
ORD135055,14-04-2023,BR85,UK,London,CUST6909,PROD619,Mobile,iPhone 14,LG,2,1084.35,0.1,0.18,2303.16,Cash,In-Store,EMP400,0,0,Express,5,USD
ORD135056,10-01-2024,BR55,UAE,Dubai,CUST4305,PROD305,Mobile,iPhone 14,Dell,4,1679.01,0.12,0.18,6973.94,Net Banking,In-Store,EMP252,0,1,Standard,3,GBP
ORD135057,28-01-2023,BR6,India,Mumbai,CUST5493,PROD423,Laptop,HP Spectre x360,Lenovo,1,421.14,0.02,0.18,487.01,Debit Card,In-Store,EMP636,0,0,Standard,7,EUR
ORD135058,25-05-2024,BR27,Germany,Berlin,CUST7684,PROD299,Laptop,Dell XPS 13,HP,3,654.81,0.16,0.18,1947.14,Debit Card,In-Store,EMP824,3,0,Same Day,5,AED
ORD135059,04-09-2023,BR59,UAE,Abu Dhabi,CUST4285,PROD998,Accessories,Keyboard,Sony,1,1019.26,0.18,0.18,986.24,Cash,In-Store,EMP739,0,1,Standard,1,AED
ORD135060,23-08-2024,BR42,UK,Birmingham,CUST1763,PROD385,Tablet,Samsung Galaxy Tab,Samsung,2,138.89,0.11,0.18,291.72,Cash,Online,EMP722,2,1,Standard,2,INR
ORD135061,12-02-2024,BR104,UAE,Dubai,CUST6548,PROD887,Mobile,OnePlus 11,Apple,1,1619.68,0.26,0.18,1414.3,Cash,In-Store,EMP603,2,1,Express,3,INR
ORD135062,19-02-2023,BR88,Germany,Hamburg,CUST2165,PROD100,Accessories,Bluetooth Headphones,Dell,4,1328.72,0.27,0.18,4578.24,Cash,In-Store,EMP310,1,0,Same Day,4,USD
ORD135063,25-02-2024,BR52,UK,London,CUST3430,PROD455,Accessories,Bluetooth Headphones,Dell,5,966.19,0.02,0.18,5586.51,UPI,Online,EMP917,3,1,Express,5,EUR
ORD135064,20-12-2023,BR111,India,Pune,CUST7353,PROD582,TV,Samsung QLED 50,Samsung,3,320.22,0.13,0.18,986.21,Cash,Online,EMP320,1,1,Express,9,INR
ORD135065,01-02-2024,BR4,USA,Dallas,CUST4577,PROD414,TV,LG OLED 48,OnePlus,3,724.42,0.28,0.18,1846.4,Cash,Online,EMP547,1,0,Same Day,1,AED
ORD135066,25-03-2024,BR59,Germany,Munich,CUST5682,PROD380,Tablet,iPad Air,Dell,2,533.15,0.25,0.18,943.68,Credit Card,In-Store,EMP752,1,0,Express,4,AED
ORD135067,07-02-2023,BR69,USA,New York,CUST9076,PROD661,Accessories,Keyboard,HP,5,262.6,0.06,0.18,1456.38,Cash,Online,EMP817,1,1,Standard,2,INR
ORD135068,10-07-2024,BR70,India,Bangalore,CUST6124,PROD137,TV,LG OLED 48,Lenovo,1,1408.63,0.11,0.18,1479.34,UPI,In-Store,EMP790,1,1,Same Day,4,USD
ORD135069,04-06-2024,BR4,USA,Los Angeles,CUST4875,PROD322,Mobile,iPhone 14,OnePlus,4,1753.02,0.13,0.18,7198.6,Credit Card,Online,EMP924,0,1,Standard,8,GBP
ORD135070,31-01-2024,BR31,USA,New York,CUST5735,PROD239,Mobile,OnePlus 11,Apple,3,1090.88,0.06,0.18,3630.01,Cash,In-Store,EMP426,3,1,Same Day,7,INR
ORD135071,29-07-2023,BR102,India,Bangalore,CUST8937,PROD553,Laptop,HP Spectre x360,Apple,5,1170.35,0.01,0.18,6836.01,UPI,Online,EMP285,1,1,Same Day,8,INR
ORD135072,21-02-2024,BR63,USA,Dallas,CUST4924,PROD897,Accessories,Wireless Mouse,OnePlus,3,1503.44,0.23,0.18,4098.08,Debit Card,In-Store,EMP846,1,1,Same Day,9,AED
ORD135073,22-08-2023,BR76,India,Bangalore,CUST9158,PROD951,Mobile,Samsung Galaxy S23,Apple,4,1025.28,0.05,0.18,4597.36,Credit Card,Online,EMP663,2,0,Same Day,7,GBP
ORD135074,14-02-2023,BR61,UK,Manchester,CUST3427,PROD724,Laptop,HP Spectre x360,Sony,5,526.06,0.16,0.18,2607.15,Credit Card,In-Store,EMP460,3,0,Standard,8,USD
ORD135075,23-08-2024,BR7,India,Bangalore,CUST8439,PROD707,Mobile,Samsung Galaxy S23,OnePlus,5,74.99,0.29,0.18,314.13,Net Banking,Online,EMP897,0,1,Standard,2,INR
ORD135076,30-07-2023,BR101,Germany,Munich,CUST8873,PROD298,Mobile,OnePlus 11,Samsung,1,955.55,0.08,0.18,1037.35,Debit Card,Online,EMP201,2,1,Same Day,5,EUR
ORD135077,10-08-2023,BR84,Germany,Berlin,CUST9840,PROD576,Tablet,iPad Air,Apple,1,1401.74,0.08,0.18,1521.73,Net Banking,Online,EMP294,2,1,Same Day,6,GBP
ORD135078,04-04-2024,BR119,UK,Birmingham,CUST7501,PROD173,TV,Sony Bravia 55,Lenovo,3,606.19,0.23,0.18,1652.35,Net Banking,Online,EMP952,3,0,Standard,2,INR
ORD135079,23-06-2023,BR16,Germany,Berlin,CUST2656,PROD778,TV,Sony Bravia 55,OnePlus,1,1425.53,0.07,0.18,1564.38,Net Banking,Online,EMP402,3,0,Same Day,4,INR
ORD135080,03-03-2023,BR65,UAE,Dubai,CUST3993,PROD449,TV,LG OLED 48,HP,1,1130.67,0.2,0.18,1067.35,Credit Card,In-Store,EMP614,2,1,Same Day,6,INR
ORD135081,07-03-2024,BR37,UAE,Abu Dhabi,CUST9951,PROD495,Mobile,OnePlus 11,OnePlus,2,1449.78,0.13,0.18,2976.69,Net Banking,Online,EMP422,0,0,Same Day,6,GBP
ORD135082,20-10-2023,BR101,USA,Los Angeles,CUST6090,PROD132,Tablet,iPad Air,OnePlus,2,654.84,0.05,0.18,1468.15,Cash,In-Store,EMP815,1,1,Same Day,2,EUR
ORD135083,26-06-2024,BR17,UAE,Abu Dhabi,CUST6039,PROD230,Accessories,Bluetooth Headphones,OnePlus,5,232.37,0.17,0.18,1137.92,Net Banking,Online,EMP492,0,1,Express,1,USD
ORD135084,09-08-2023,BR58,USA,New York,CUST4109,PROD177,Laptop,MacBook Air M2,Lenovo,2,71.71,0.24,0.18,128.62,UPI,In-Store,EMP908,1,0,Standard,1,INR
ORD135085,26-06-2023,BR10,India,Pune,CUST7444,PROD912,TV,Sony Bravia 55,Lenovo,4,1067.87,0.01,0.18,4989.94,Net Banking,In-Store,EMP661,1,1,Same Day,6,USD
ORD135086,21-06-2024,BR22,Germany,Munich,CUST1219,PROD819,Accessories,Bluetooth Headphones,Dell,5,441.65,0.01,0.18,2579.68,Cash,Online,EMP932,1,1,Standard,6,INR
ORD135087,28-09-2024,BR8,UK,London,CUST6029,PROD520,Accessories,Wireless Mouse,HP,4,437.27,0.17,0.18,1713.05,Cash,Online,EMP506,1,1,Express,4,INR
ORD135088,10-05-2024,BR17,UK,London,CUST9485,PROD687,TV,Samsung QLED 50,Dell,4,1833.24,0.02,0.18,8479.83,Credit Card,Online,EMP701,1,0,Express,8,INR
ORD135089,14-12-2023,BR7,UK,Birmingham,CUST9274,PROD775,Mobile,OnePlus 11,LG,4,186.4,0.22,0.18,686.25,Cash,Online,EMP653,2,1,Same Day,1,EUR
ORD135090,21-10-2023,BR73,USA,New York,CUST1644,PROD533,Mobile,Samsung Galaxy S23,Lenovo,3,1225.27,0.14,0.18,3730.21,Debit Card,Online,EMP647,3,0,Same Day,1,USD
ORD135091,22-04-2024,BR25,Germany,Hamburg,CUST5962,PROD927,Tablet,Samsung Galaxy Tab,HP,1,386.39,0.27,0.18,332.84,Net Banking,In-Store,EMP296,2,1,Express,2,AED
ORD135092,08-06-2024,BR4,UAE,Dubai,CUST9544,PROD406,Laptop,MacBook Air M2,Sony,3,1670.85,0.25,0.18,4436.11,Credit Card,Online,EMP828,0,0,Same Day,5,INR
ORD135093,24-04-2023,BR73,USA,New York,CUST5812,PROD742,Tablet,Samsung Galaxy Tab,OnePlus,1,186.53,0.01,0.18,217.9,Credit Card,In-Store,EMP607,3,1,Express,1,AED
ORD135094,13-05-2024,BR64,UAE,Dubai,CUST6369,PROD312,Tablet,iPad Air,OnePlus,4,1622.88,0.12,0.18,6740.79,Debit Card,Online,EMP839,0,0,Same Day,3,AED
ORD135095,09-06-2023,BR27,India,Delhi,CUST2505,PROD124,Mobile,OnePlus 11,LG,2,1860.47,0.24,0.18,3336.94,Net Banking,In-Store,EMP325,2,0,Express,3,GBP
ORD135096,05-09-2024,BR4,India,Pune,CUST9173,PROD154,Accessories,Bluetooth Headphones,HP,4,64.5,0.23,0.18,234.42,UPI,In-Store,EMP386,1,1,Standard,9,EUR
ORD135097,27-04-2024,BR101,Germany,Munich,CUST3242,PROD495,Laptop,MacBook Air M2,Dell,2,1700.76,0.16,0.18,3371.59,Cash,Online,EMP271,3,0,Standard,9,INR
ORD135098,30-12-2024,BR88,India,Pune,CUST8586,PROD477,Laptop,MacBook Air M2,HP,5,1808.36,0.07,0.18,9922.47,Net Banking,In-Store,EMP333,3,1,Standard,6,GBP
ORD135099,30-03-2023,BR99,Germany,Hamburg,CUST2772,PROD286,Tablet,Samsung Galaxy Tab,HP,2,1812.68,0.21,0.18,3379.56,Net Banking,Online,EMP204,2,1,Express,8,INR
ORD135100,05-09-2024,BR105,UK,Birmingham,CUST5303,PROD372,Laptop,Dell XPS 13,Lenovo,3,551.01,0.13,0.18,1697,UPI,Online,EMP475,3,0,Same Day,8,AED
ORD135101,16-02-2023,BR105,UK,Manchester,CUST4965,PROD432,Tablet,Lenovo Tab P11,OnePlus,4,1854.11,0.02,0.18,8576.37,Credit Card,In-Store,EMP939,1,0,Express,10,AED
ORD135102,18-10-2024,BR106,UK,Manchester,CUST2844,PROD135,TV,Samsung QLED 50,Lenovo,4,795.64,0.12,0.18,3304.77,Net Banking,Online,EMP822,1,1,Same Day,1,USD
ORD135103,08-12-2024,BR57,USA,Chicago,CUST6492,PROD235,Laptop,MacBook Air M2,Lenovo,3,413.85,0.28,0.18,1054.82,Cash,Online,EMP217,3,1,Same Day,6,AED
ORD135104,02-06-2023,BR104,USA,Los Angeles,CUST8466,PROD364,Tablet,Lenovo Tab P11,Lenovo,5,395.84,0.23,0.18,1798.3,Credit Card,In-Store,EMP272,1,0,Express,4,GBP
ORD135105,20-05-2024,BR11,India,Delhi,CUST7847,PROD357,Laptop,MacBook Air M2,Dell,2,1299.5,0.27,0.18,2238.78,Net Banking,In-Store,EMP677,1,1,Same Day,1,INR
ORD135106,20-01-2024,BR31,USA,Chicago,CUST9754,PROD461,Laptop,HP Spectre x360,Samsung,3,1127.09,0.1,0.18,3590.91,Credit Card,Online,EMP561,1,1,Express,10,AED
ORD135107,29-11-2024,BR9,India,Pune,CUST4193,PROD137,Accessories,Bluetooth Headphones,LG,3,1943.43,0.17,0.18,5710.19,Cash,In-Store,EMP847,1,1,Same Day,9,AED
ORD135108,29-09-2024,BR4,Germany,Hamburg,CUST7069,PROD522,Tablet,iPad Air,Sony,4,545.18,0.19,0.18,2084.33,Credit Card,In-Store,EMP670,3,0,Express,10,INR
ORD135109,20-05-2023,BR103,India,Pune,CUST7107,PROD540,Laptop,MacBook Air M2,Sony,4,1715.43,0.26,0.18,5991.65,UPI,Online,EMP876,0,0,Standard,10,AED
ORD135110,13-09-2024,BR114,Germany,Berlin,CUST3246,PROD563,Laptop,HP Spectre x360,HP,3,1305.45,0.29,0.18,3281.12,Debit Card,In-Store,EMP589,0,1,Standard,7,INR
ORD135111,14-01-2024,BR85,Germany,Munich,CUST5876,PROD547,Mobile,Samsung Galaxy S23,OnePlus,1,1081.58,0.2,0.18,1021.01,Cash,In-Store,EMP965,1,0,Express,10,GBP
ORD135112,03-10-2024,BR60,UAE,Dubai,CUST6401,PROD208,Accessories,Keyboard,Sony,3,1224.75,0.29,0.18,3078.29,Net Banking,In-Store,EMP597,0,1,Same Day,10,AED
ORD135113,02-07-2024,BR17,UK,London,CUST7189,PROD259,Tablet,Lenovo Tab P11,Samsung,2,634.14,0.04,0.18,1436.71,Net Banking,In-Store,EMP999,0,0,Express,2,USD
ORD135114,13-12-2024,BR55,Germany,Hamburg,CUST6914,PROD558,Laptop,Dell XPS 13,LG,2,1623.23,0.12,0.18,3371.12,Debit Card,In-Store,EMP452,0,0,Standard,8,EUR
ORD135115,03-11-2024,BR7,UAE,Abu Dhabi,CUST4251,PROD937,Accessories,Wireless Mouse,Apple,2,1616.88,0.28,0.18,2747.4,UPI,Online,EMP298,2,0,Express,8,AED
ORD135116,14-09-2024,BR12,USA,Chicago,CUST4302,PROD848,TV,Sony Bravia 55,Samsung,1,1329.17,0.08,0.18,1442.95,UPI,Online,EMP551,1,1,Express,2,AED
ORD135117,21-10-2023,BR97,USA,Chicago,CUST9851,PROD452,Tablet,iPad Air,Samsung,3,988.89,0.16,0.18,2940.56,Cash,Online,EMP768,1,0,Same Day,10,EUR
ORD135118,20-07-2023,BR13,UAE,Dubai,CUST6883,PROD350,Accessories,Bluetooth Headphones,OnePlus,2,874.97,0.23,0.18,1590,Cash,In-Store,EMP734,2,1,Express,1,GBP
ORD135119,15-06-2024,BR67,UK,Manchester,CUST9169,PROD290,TV,LG OLED 48,LG,5,1351.39,0.28,0.18,5740.7,Net Banking,In-Store,EMP891,0,0,Standard,9,USD
ORD135120,02-05-2024,BR58,USA,Dallas,CUST3564,PROD993,Laptop,MacBook Air M2,Lenovo,2,168.11,0.14,0.18,341.2,Debit Card,In-Store,EMP676,1,1,Same Day,1,AED
ORD135121,06-10-2024,BR4,UK,Manchester,CUST1851,PROD577,TV,Samsung QLED 50,Lenovo,4,113.82,0.14,0.18,462.02,Credit Card,In-Store,EMP917,2,0,Same Day,3,USD
ORD135122,16-08-2023,BR62,Germany,Munich,CUST7163,PROD466,TV,Sony Bravia 55,Lenovo,2,748.14,0.07,0.18,1642.02,Debit Card,In-Store,EMP504,2,0,Express,2,AED
ORD135123,09-03-2024,BR116,India,Delhi,CUST5291,PROD502,Mobile,iPhone 14,LG,1,1791.87,0.02,0.18,2072.12,Debit Card,In-Store,EMP593,0,1,Standard,10,EUR
ORD135124,08-03-2024,BR50,USA,New York,CUST7189,PROD838,Accessories,Wireless Mouse,HP,5,828.51,0.21,0.18,3861.69,Net Banking,In-Store,EMP705,3,0,Express,1,GBP
ORD135125,14-10-2023,BR109,UK,Birmingham,CUST4523,PROD582,Laptop,HP Spectre x360,Samsung,4,1329.86,0.27,0.18,4582.17,Credit Card,In-Store,EMP321,0,1,Standard,7,INR
ORD135126,05-03-2024,BR82,USA,Los Angeles,CUST9442,PROD674,TV,LG OLED 48,Sony,5,567.34,0.19,0.18,2711.32,Credit Card,Online,EMP924,0,1,Same Day,4,INR
ORD135127,19-06-2024,BR36,UK,London,CUST4642,PROD221,Accessories,Wireless Mouse,Samsung,3,964.24,0.26,0.18,2525.92,Debit Card,Online,EMP250,2,0,Same Day,7,GBP
ORD135128,01-05-2024,BR82,USA,Dallas,CUST1955,PROD573,TV,Sony Bravia 55,OnePlus,1,148.23,0.26,0.18,129.43,Net Banking,Online,EMP458,3,0,Same Day,5,USD
ORD135129,26-04-2023,BR57,Germany,Munich,CUST7336,PROD746,TV,Sony Bravia 55,OnePlus,4,1166.72,0.17,0.18,4570.74,Credit Card,In-Store,EMP216,0,0,Express,5,INR
ORD135130,09-05-2024,BR38,UK,Manchester,CUST8596,PROD476,Laptop,MacBook Air M2,HP,2,1007.78,0.21,0.18,1878.91,Net Banking,Online,EMP683,2,0,Express,9,GBP
ORD135131,30-11-2023,BR43,UAE,Abu Dhabi,CUST3878,PROD437,Mobile,iPhone 14,LG,5,1134.14,0.24,0.18,5085.48,Net Banking,In-Store,EMP882,0,0,Same Day,5,AED
ORD135132,01-01-2023,BR38,USA,Los Angeles,CUST6813,PROD949,TV,LG OLED 48,Apple,1,170.95,0.17,0.18,167.43,Net Banking,In-Store,EMP630,1,0,Standard,2,INR
ORD135133,16-02-2024,BR58,Germany,Munich,CUST9072,PROD803,Accessories,Bluetooth Headphones,Samsung,5,1804.83,0.18,0.18,8731.77,Net Banking,Online,EMP871,2,1,Same Day,2,USD
ORD135134,19-05-2023,BR97,India,Delhi,CUST9915,PROD277,Tablet,Samsung Galaxy Tab,OnePlus,1,315.95,0.1,0.18,335.54,Debit Card,In-Store,EMP937,1,1,Same Day,4,GBP
ORD135135,19-04-2024,BR38,Germany,Munich,CUST5566,PROD599,Accessories,Bluetooth Headphones,Dell,3,1184.19,0.24,0.18,3185.94,UPI,Online,EMP517,2,1,Standard,6,USD
