OrderID,OrderDate,BranchID,Country,City,CustomerID,ProductID,ProductCategory,ProductName,Brand,Quantity,UnitPrice,DiscountRate,TaxRate,TotalAmount,PaymentMethod,SalesChannel,EmployeeID,WarrantyYears,ReturnFlag,ShipmentMode,DeliveryDays,Currency
ORD145022,13-05-2023,BR50,UK,Birmingham,CUST2334,PROD887,Accessories,Bluetooth Headphones,HP,5,1592.6,0.22,0.18,7329.15,Net Banking,Online,EMP820,1,0,Same Day,3,INR
ORD145023,08-12-2023,BR43,India,Bangalore,CUST4875,PROD924,Mobile,Samsung Galaxy S23,LG,4,1624.47,0.03,0.18,7437.47,Net Banking,In-Store,EMP669,0,0,Express,6,INR
ORD145024,28-01-2023,BR52,India,Pune,CUST4266,PROD935,Accessories,Bluetooth Headphones,OnePlus,2,195.68,0.3,0.18,323.26,Credit Card,In-Store,EMP469,1,1,Standard,9,AED
ORD145025,13-04-2023,BR70,Germany,Munich,CUST9997,PROD666,Tablet,Samsung Galaxy Tab,OnePlus,4,1181.12,0.19,0.18,4515.66,Credit Card,Online,EMP556,0,0,Express,6,EUR
ORD145026,04-05-2023,BR49,UAE,Abu Dhabi,CUST4507,PROD737,Laptop,HP Spectre x360,Dell,4,711.43,0.09,0.18,3055.73,Net Banking,In-Store,EMP616,0,0,Standard,2,EUR
ORD145027,29-05-2024,BR52,India,Bangalore,CUST3868,PROD956,Laptop,HP Spectre x360,HP,1,160.39,0.19,0.18,153.3,Net Banking,Online,EMP274,1,0,Standard,8,EUR
ORD145028,08-05-2024,BR60,USA,Chicago,CUST4025,PROD619,Accessories,Bluetooth Headphones,Lenovo,2,717.97,0.13,0.18,1474.14,Debit Card,Online,EMP297,0,1,Same Day,7,EUR
ORD145029,13-11-2023,BR24,UK,Manchester,CUST4305,PROD615,Laptop,HP Spectre x360,Lenovo,3,344.65,0.16,0.18,1024.85,Net Banking,Online,EMP958,3,1,Standard,5,USD
ORD145030,11-11-2023,BR13,UAE,Abu Dhabi,CUST9593,PROD530,Mobile,Samsung Galaxy S23,Dell,1,497.62,0.06,0.18,551.96,Net Banking,In-Store,EMP784,0,1,Standard,6,AED
ORD145031,01-09-2024,BR21,USA,Los Angeles,CUST3215,PROD898,Laptop,MacBook Air M2,Sony,3,97.33,0.2,0.18,275.64,Credit Card,In-Store,EMP534,2,1,Same Day,6,GBP
ORD145032,18-01-2024,BR11,India,Delhi,CUST7144,PROD490,Tablet,iPad Air,Samsung,5,111.45,0.2,0.18,526.04,Net Banking,In-Store,EMP566,0,0,Standard,5,INR
ORD145033,20-03-2024,BR34,India,Mumbai,CUST9526,PROD932,Mobile,OnePlus 11,Lenovo,3,655.08,0.28,0.18,1669.67,UPI,Online,EMP849,0,0,Same Day,4,USD
ORD145034,12-05-2024,BR22,UK,Birmingham,CUST8753,PROD963,Accessories,Bluetooth Headphones,Apple,3,537.65,0.21,0.18,1503.59,Credit Card,Online,EMP358,2,1,Same Day,2,AED
ORD145035,18-03-2024,BR61,India,Bangalore,CUST5561,PROD962,TV,Samsung QLED 50,HP,2,1058.39,0.19,0.18,2023.22,UPI,In-Store,EMP929,2,0,Express,1,GBP
ORD145036,09-09-2023,BR72,India,Pune,CUST9261,PROD603,Laptop,Dell XPS 13,Dell,2,1268.95,0.09,0.18,2725.2,Debit Card,Online,EMP419,3,1,Same Day,8,GBP
ORD145037,12-06-2023,BR113,UAE,Dubai,CUST2009,PROD917,Accessories,Bluetooth Headphones,LG,4,1509.66,0.04,0.18,6840.57,UPI,Online,EMP832,3,0,Same Day,3,AED
ORD145038,29-12-2024,BR74,UK,Manchester,CUST1546,PROD770,Tablet,Samsung Galaxy Tab,Samsung,1,851.58,0.04,0.18,964.67,Credit Card,Online,EMP490,3,1,Same Day,1,GBP
ORD145039,17-07-2023,BR86,India,Delhi,CUST4391,PROD811,Accessories,Bluetooth Headphones,OnePlus,2,1825.11,0.15,0.18,3661.17,Credit Card,Online,EMP553,1,0,Express,9,USD
ORD145040,12-03-2024,BR88,India,Bangalore,CUST1988,PROD980,Accessories,Keyboard,Lenovo,4,1043.21,0.09,0.18,4480.8,Debit Card,Online,EMP281,2,0,Express,10,EUR
ORD145041,10-12-2023,BR49,Germany,Munich,CUST3302,PROD338,TV,Sony Bravia 55,Dell,4,1290.27,0.24,0.18,4628.46,UPI,Online,EMP933,2,1,Same Day,5,INR
ORD145042,09-12-2023,BR27,USA,New York,CUST7296,PROD556,Mobile,OnePlus 11,OnePlus,1,155.3,0.02,0.18,179.59,UPI,Online,EMP508,2,1,Same Day,1,EUR
ORD145043,20-09-2023,BR103,India,Delhi,CUST5226,PROD915,Laptop,Dell XPS 13,Dell,1,188.01,0.22,0.18,173.04,Credit Card,In-Store,EMP252,2,1,Same Day,5,USD
ORD145044,08-11-2024,BR80,Germany,Berlin,CUST7662,PROD726,Mobile,OnePlus 11,Sony,4,1131.73,0.26,0.18,3952.91,Credit Card,Online,EMP540,0,0,Same Day,3,EUR
ORD145045,12-09-2024,BR15,UAE,Dubai,CUST8874,PROD468,Tablet,Lenovo Tab P11,Lenovo,3,50.25,0.11,0.18,158.32,Credit Card,Online,EMP328,3,0,Same Day,3,GBP
ORD145046,05-04-2024,BR96,India,Mumbai,CUST2373,PROD348,Laptop,Dell XPS 13,Samsung,2,1717.4,0.08,0.18,3728.82,Cash,In-Store,EMP809,1,1,Same Day,8,GBP
ORD145047,01-05-2023,BR94,USA,Los Angeles,CUST8754,PROD376,Mobile,OnePlus 11,OnePlus,1,1638.32,0.11,0.18,1720.56,Credit Card,Online,EMP879,3,0,Express,3,AED
ORD145048,02-03-2024,BR41,Germany,Berlin,CUST7787,PROD229,Laptop,MacBook Air M2,Apple,3,1647.63,0.29,0.18,4141.15,Net Banking,In-Store,EMP435,1,0,Standard,3,USD
ORD145049,01-10-2023,BR105,USA,Dallas,CUST7591,PROD795,Laptop,Dell XPS 13,Apple,1,714.6,0.04,0.18,809.5,Credit Card,Online,EMP418,0,0,Express,3,INR
ORD145050,29-07-2024,BR116,UAE,Dubai,CUST1365,PROD663,Mobile,Samsung Galaxy S23,OnePlus,3,617.57,0.25,0.18,1639.65,UPI,Online,EMP380,0,1,Same Day,2,INR
ORD145051,28-11-2023,BR88,Germany,Berlin,CUST3656,PROD253,Tablet,iPad Air,HP,2,1902.85,0.08,0.18,4131.47,Debit Card,Online,EMP499,1,1,Standard,10,USD
ORD145052,27-05-2024,BR16,USA,Dallas,CUST6011,PROD397,Accessories,Wireless Mouse,OnePlus,3,1260.85,0.1,0.18,4017.07,Credit Card,Online,EMP577,3,1,Same Day,10,INR
ORD145053,01-01-2023,BR59,UAE,Abu Dhabi,CUST2604,PROD487,Accessories,Wireless Mouse,Apple,4,1735.39,0.16,0.18,6880.47,Credit Card,Online,EMP640,2,1,Same Day,2,GBP
ORD145054,18-12-2023,BR19,Germany,Berlin,CUST8214,PROD665,Accessories,Wireless Mouse,Dell,1,672.91,0.1,0.18,714.63,Cash,Online,EMP958,2,1,Standard,9,AED
ORD145055,25-01-2024,BR95,UK,London,CUST5852,PROD522,Tablet,Lenovo Tab P11,HP,4,1210.49,0.24,0.18,4342.27,Credit Card,Online,EMP722,3,0,Same Day,4,INR
ORD145056,19-05-2023,BR87,UK,Manchester,CUST2493,PROD143,TV,Sony Bravia 55,LG,1,109.61,0.05,0.18,122.87,Credit Card,Online,EMP572,2,0,Same Day,3,USD
ORD145057,12-01-2024,BR45,USA,Los Angeles,CUST7845,PROD405,Tablet,Samsung Galaxy Tab,Samsung,3,183.27,0.06,0.18,609.85,Debit Card,In-Store,EMP710,3,0,Same Day,9,GBP
ORD145058,27-05-2023,BR40,UK,London,CUST1312,PROD975,Laptop,HP Spectre x360,OnePlus,3,464.27,0.28,0.18,1183.33,Cash,In-Store,EMP456,0,1,Same Day,3,AED
ORD145059,01-09-2024,BR79,India,Bangalore,CUST8502,PROD730,Accessories,Bluetooth Headphones,Samsung,2,680.89,0.19,0.18,1301.59,Net Banking,Online,EMP741,2,1,Standard,10,INR
ORD145060,17-01-2024,BR92,Germany,Munich,CUST7202,PROD114,Laptop,MacBook Air M2,OnePlus,4,767.46,0.18,0.18,2970.38,Debit Card,In-Store,EMP910,0,0,Standard,1,INR
ORD145061,13-04-2023,BR102,India,Mumbai,CUST7479,PROD452,Laptop,Dell XPS 13,LG,5,1873.25,0.08,0.18,10168,Debit Card,In-Store,EMP334,2,1,Express,6,GBP
ORD145062,06-06-2024,BR49,UK,Birmingham,CUST6498,PROD595,Laptop,MacBook Air M2,Lenovo,1,1952.56,0.29,0.18,1635.85,Debit Card,In-Store,EMP769,0,1,Same Day,2,USD
ORD145063,30-11-2023,BR105,USA,Dallas,CUST9948,PROD282,TV,Samsung QLED 50,LG,1,1394.21,0.03,0.18,1595.81,UPI,Online,EMP896,3,1,Same Day,9,INR
ORD145064,06-06-2023,BR34,India,Pune,CUST2930,PROD197,Accessories,Wireless Mouse,LG,3,982.72,0.02,0.18,3409.25,Cash,Online,EMP914,2,0,Standard,1,EUR
ORD145065,26-04-2024,BR90,Germany,Hamburg,CUST6792,PROD729,Laptop,MacBook Air M2,Sony,1,332.34,0.29,0.18,278.43,Debit Card,In-Store,EMP909,1,1,Express,10,INR
ORD145066,04-02-2024,BR80,India,Bangalore,CUST7418,PROD875,TV,Samsung QLED 50,Apple,4,119.85,0.24,0.18,429.93,Net Banking,Online,EMP990,1,0,Standard,7,GBP
ORD145067,19-09-2024,BR7,UK,Birmingham,CUST8898,PROD892,Mobile,OnePlus 11,LG,1,361.27,0.09,0.18,387.93,Debit Card,Online,EMP432,0,0,Same Day,7,AED
ORD145068,24-06-2023,BR40,UK,Manchester,CUST5842,PROD226,TV,Samsung QLED 50,Sony,5,929.95,0.29,0.18,3895.56,UPI,Online,EMP663,0,1,Same Day,8,INR
ORD145069,22-09-2024,BR3,UK,Manchester,CUST1635,PROD380,Accessories,Bluetooth Headphones,Sony,1,1145.96,0,0.18,1352.23,Net Banking,Online,EMP364,0,1,Same Day,2,EUR
ORD145070,21-02-2023,BR114,USA,Chicago,CUST7199,PROD349,TV,LG OLED 48,Apple,1,1957.11,0.15,0.18,1962.98,Cash,Online,EMP972,3,1,Same Day,2,GBP
ORD145071,01-08-2024,BR107,UAE,Abu Dhabi,CUST6360,PROD943,Laptop,HP Spectre x360,Apple,2,372.89,0.24,0.18,668.82,Cash,In-Store,EMP576,0,0,Same Day,3,USD
ORD145072,04-09-2023,BR24,UK,London,CUST3408,PROD986,TV,Sony Bravia 55,HP,1,802.19,0.16,0.18,795.13,Cash,Online,EMP394,0,1,Express,10,AED
ORD145073,03-01-2023,BR112,UK,Birmingham,CUST7837,PROD777,Accessories,Wireless Mouse,Apple,1,431.59,0.26,0.18,376.86,UPI,In-Store,EMP979,0,0,Same Day,2,AED
ORD145074,04-03-2024,BR29,India,Delhi,CUST5325,PROD808,TV,LG OLED 48,OnePlus,2,1467.96,0.1,0.18,3117.95,Cash,In-Store,EMP875,2,0,Standard,7,AED
ORD145075,21-08-2023,BR79,India,Bangalore,CUST7685,PROD503,Laptop,Dell XPS 13,Lenovo,3,396.91,0.27,0.18,1025.69,Debit Card,In-Store,EMP814,0,1,Standard,8,GBP
ORD145076,18-01-2023,BR57,India,Pune,CUST5258,PROD400,Laptop,HP Spectre x360,Samsung,4,746.14,0.28,0.18,2535.68,Cash,In-Store,EMP374,3,0,Same Day,7,GBP
ORD145077,17-04-2024,BR41,Germany,Berlin,CUST4322,PROD998,Laptop,Dell XPS 13,OnePlus,5,632.47,0.21,0.18,2947.94,Cash,In-Store,EMP462,0,0,Express,6,AED
ORD145078,03-06-2024,BR23,India,Bangalore,CUST5780,PROD122,Laptop,MacBook Air M2,OnePlus,3,1106.46,0.01,0.18,3877.7,UPI,Online,EMP940,2,1,Standard,10,EUR
ORD145079,20-01-2024,BR78,UK,London,CUST8847,PROD357,Tablet,iPad Air,Dell,2,1409.6,0.23,0.18,2561.53,Net Banking,Online,EMP612,2,0,Standard,10,USD
ORD145080,15-12-2024,BR68,India,Pune,CUST8009,PROD384,Tablet,iPad Air,Apple,5,1942.25,0.06,0.18,10771.72,Debit Card,Online,EMP777,2,1,Same Day,2,USD
ORD145081,02-05-2024,BR111,Germany,Berlin,CUST7638,PROD266,Tablet,iPad Air,Dell,4,1055.01,0.21,0.18,3933.92,Credit Card,Online,EMP876,0,0,Same Day,2,USD
ORD145082,26-08-2024,BR22,UK,Manchester,CUST6772,PROD116,Tablet,Samsung Galaxy Tab,OnePlus,2,1502.31,0.29,0.18,2517.27,Debit Card,In-Store,EMP772,2,1,Standard,6,AED
ORD145083,17-12-2023,BR117,India,Pune,CUST3347,PROD146,Mobile,iPhone 14,Dell,5,1218.48,0.07,0.18,6685.8,Cash,In-Store,EMP520,3,0,Express,2,GBP
ORD145084,20-04-2024,BR112,India,Pune,CUST2394,PROD806,Accessories,Bluetooth Headphones,HP,4,461.74,0.06,0.18,2048.65,UPI,Online,EMP295,0,1,Standard,8,EUR
ORD145085,06-01-2023,BR35,UAE,Dubai,CUST6288,PROD714,Mobile,OnePlus 11,HP,3,1533.87,0.09,0.18,4941.21,Net Banking,Online,EMP445,1,0,Standard,4,EUR
ORD145086,02-09-2023,BR114,India,Mumbai,CUST9908,PROD486,Tablet,iPad Air,Dell,4,1522.91,0.15,0.18,6109.91,UPI,Online,EMP420,0,1,Same Day,8,EUR
ORD145087,18-03-2023,BR64,USA,Chicago,CUST8778,PROD725,Laptop,MacBook Air M2,HP,1,1684.34,0.04,0.18,1908.02,Cash,Online,EMP812,0,0,Express,2,INR
ORD145088,23-03-2023,BR34,India,Mumbai,CUST5061,PROD810,TV,Samsung QLED 50,Apple,2,487.85,0.3,0.18,805.93,Cash,Online,EMP932,3,1,Standard,6,USD
ORD145089,24-05-2024,BR117,UAE,Dubai,CUST1005,PROD702,Laptop,Dell XPS 13,HP,4,1782.71,0.05,0.18,7993.67,Net Banking,In-Store,EMP680,2,1,Standard,6,INR
ORD145090,30-11-2023,BR26,UK,Birmingham,CUST3956,PROD199,Tablet,iPad Air,Dell,2,842.72,0.26,0.18,1471.73,UPI,Online,EMP717,3,1,Standard,4,EUR
ORD145091,17-09-2024,BR16,USA,Dallas,CUST5663,PROD732,Laptop,MacBook Air M2,Dell,1,931.26,0.2,0.18,879.11,Cash,Online,EMP777,2,0,Standard,3,GBP
ORD145092,21-08-2023,BR103,USA,Los Angeles,CUST4546,PROD534,Laptop,Dell XPS 13,Sony,4,708.86,0.26,0.18,2475.91,Debit Card,Online,EMP669,2,0,Same Day,9,USD
ORD145093,15-11-2023,BR111,Germany,Munich,CUST2866,PROD561,Mobile,OnePlus 11,OnePlus,4,1097.79,0.03,0.18,5026.12,Credit Card,Online,EMP948,1,1,Same Day,8,GBP
ORD145094,28-03-2023,BR54,India,Mumbai,CUST7382,PROD983,Mobile,iPhone 14,Lenovo,1,1085.21,0.12,0.18,1126.88,Net Banking,Online,EMP540,3,0,Same Day,8,USD
ORD145095,02-05-2023,BR63,Germany,Munich,CUST8175,PROD541,Tablet,Lenovo Tab P11,Sony,3,394.55,0.17,0.18,1159.27,UPI,In-Store,EMP476,1,0,Express,5,USD
ORD145096,21-05-2024,BR108,USA,Los Angeles,CUST8591,PROD650,Laptop,Dell XPS 13,Apple,2,1517.88,0.15,0.18,3044.87,Debit Card,In-Store,EMP389,0,0,Standard,5,AED
ORD145097,06-10-2023,BR95,UAE,Abu Dhabi,CUST5938,PROD819,Accessories,Keyboard,Sony,3,861.57,0.27,0.18,2226.47,Cash,Online,EMP590,0,0,Express,10,EUR
ORD145098,03-05-2023,BR3,UAE,Abu Dhabi,CUST8557,PROD258,Laptop,Dell XPS 13,Sony,5,1473.03,0.03,0.18,8430.15,UPI,In-Store,EMP312,1,1,Same Day,8,USD
ORD145099,13-05-2023,BR1,USA,New York,CUST3899,PROD897,TV,Samsung QLED 50,OnePlus,1,853.65,0.18,0.18,825.99,Net Banking,In-Store,EMP322,2,0,Same Day,7,EUR
ORD145100,05-06-2023,BR110,Germany,Hamburg,CUST7527,PROD534,Accessories,Keyboard,Samsung,3,1333.64,0.29,0.18,3351.97,Cash,Online,EMP919,3,1,Express,4,INR
ORD145101,13-11-2024,BR88,UAE,Dubai,CUST8052,PROD600,TV,LG OLED 48,Sony,5,1930.32,0.15,0.18,9680.55,Credit Card,Online,EMP399,1,0,Same Day,9,INR
ORD145102,20-03-2024,BR45,India,Mumbai,CUST5527,PROD525,Accessories,Keyboard,LG,3,1261.44,0.07,0.18,4152.91,Net Banking,Online,EMP912,3,1,Express,7,INR
ORD145103,29-06-2024,BR120,India,Delhi,CUST2673,PROD579,Laptop,Dell XPS 13,OnePlus,4,920.61,0.21,0.18,3432.77,Cash,Online,EMP376,3,0,Express,5,USD
ORD145104,17-08-2023,BR119,UAE,Abu Dhabi,CUST6264,PROD587,Laptop,HP Spectre x360,Samsung,5,282.43,0.08,0.18,1533.03,Net Banking,Online,EMP371,3,1,Same Day,9,GBP
ORD145105,14-04-2024,BR41,Germany,Berlin,CUST2869,PROD923,TV,Samsung QLED 50,Dell,1,1215.03,0.25,0.18,1075.3,UPI,In-Store,EMP332,2,0,Same Day,9,EUR
ORD145106,29-10-2023,BR66,Germany,Hamburg,CUST9845,PROD549,Tablet,Lenovo Tab P11,Apple,5,658.2,0.12,0.18,3417.37,Credit Card,Online,EMP733,0,0,Express,7,EUR
ORD145107,25-02-2023,BR14,Germany,Munich,CUST9292,PROD852,Laptop,Dell XPS 13,LG,1,1414.22,0.11,0.18,1485.21,Credit Card,In-Store,EMP713,1,1,Same Day,10,EUR
ORD145108,09-03-2024,BR99,UAE,Dubai,CUST6357,PROD762,Tablet,Samsung Galaxy Tab,OnePlus,2,397.38,0.18,0.18,769.01,Net Banking,In-Store,EMP607,1,0,Standard,9,INR
ORD145109,24-03-2024,BR75,Germany,Berlin,CUST9027,PROD495,Laptop,Dell XPS 13,OnePlus,5,1070.4,0.16,0.18,5304.9,Credit Card,In-Store,EMP235,0,1,Standard,5,EUR
ORD145110,30-07-2024,BR86,UK,Birmingham,CUST8445,PROD659,Mobile,iPhone 14,HP,5,1685.19,0.29,0.18,7059.26,Cash,In-Store,EMP455,3,0,Express,3,INR
ORD145111,12-10-2023,BR85,UAE,Dubai,CUST4052,PROD232,Mobile,Samsung Galaxy S23,Lenovo,5,1435.55,0.2,0.18,6775.8,Cash,Online,EMP353,0,0,Standard,9,INR
ORD145112,03-07-2023,BR19,USA,Dallas,CUST6558,PROD504,Accessories,Bluetooth Headphones,Dell,2,1116.84,0.02,0.18,2583.03,Credit Card,Online,EMP938,1,0,Standard,9,AED
ORD145113,14-05-2023,BR111,India,Delhi,CUST7804,PROD409,Laptop,Dell XPS 13,Samsung,4,1932.35,0.26,0.18,6749.31,Credit Card,In-Store,EMP971,1,0,Same Day,10,USD
ORD145114,07-04-2023,BR65,UK,Manchester,CUST9635,PROD593,Tablet,Samsung Galaxy Tab,Samsung,1,270.91,0.05,0.18,303.69,Credit Card,Online,EMP650,3,0,Same Day,7,AED
ORD145115,20-04-2023,BR91,USA,Los Angeles,CUST6681,PROD113,TV,Samsung QLED 50,Sony,1,1476.27,0.28,0.18,1254.24,Debit Card,Online,EMP333,2,0,Standard,5,USD
ORD145116,10-04-2024,BR105,UAE,Abu Dhabi,CUST6351,PROD473,TV,Samsung QLED 50,HP,5,630.02,0.17,0.18,3085.21,Credit Card,Online,EMP941,2,0,Express,7,GBP
ORD145117,20-06-2023,BR55,India,Mumbai,CUST5693,PROD315,Accessories,Wireless Mouse,Samsung,4,1939.2,0.01,0.18,9061.49,Debit Card,In-Store,EMP226,1,0,Express,8,GBP
ORD145118,28-12-2024,BR52,Germany,Berlin,CUST4984,PROD832,Accessories,Wireless Mouse,Lenovo,1,1825.71,0.1,0.18,1938.9,Net Banking,In-Store,EMP852,0,1,Standard,9,AED
ORD145119,12-03-2023,BR101,USA,Chicago,CUST4729,PROD754,TV,Samsung QLED 50,Apple,2,383.67,0.09,0.18,823.97,Debit Card,In-Store,EMP416,2,1,Express,6,EUR
ORD145120,01-08-2023,BR107,USA,Dallas,CUST8050,PROD646,Accessories,Bluetooth Headphones,Samsung,4,1954.25,0.1,0.18,8301.65,Debit Card,In-Store,EMP770,3,0,Standard,5,USD
ORD145121,31-10-2023,BR40,UAE,Abu Dhabi,CUST2944,PROD919,Accessories,Keyboard,Sony,2,1697.36,0.26,0.18,2964.27,Credit Card,Online,EMP878,2,0,Same Day,1,USD
ORD145122,25-10-2024,BR68,UK,Birmingham,CUST2257,PROD971,Mobile,iPhone 14,Lenovo,1,1228.32,0.13,0.18,1260.99,Debit Card,Online,EMP538,0,1,Express,10,INR
ORD145123,31-12-2024,BR36,UK,London,CUST6094,PROD918,Tablet,Lenovo Tab P11,Sony,4,509.32,0.11,0.18,2139.55,Credit Card,In-Store,EMP307,2,0,Express,3,INR
ORD145124,20-10-2024,BR60,UK,Manchester,CUST7107,PROD907,Mobile,iPhone 14,HP,2,1422.12,0.16,0.18,2819.21,Debit Card,In-Store,EMP356,0,1,Express,8,AED
ORD145125,14-10-2023,BR28,UAE,Dubai,CUST1063,PROD716,TV,LG OLED 48,Apple,5,897.53,0.05,0.18,5030.66,Debit Card,Online,EMP825,2,1,Standard,3,AED
ORD145126,27-10-2023,BR24,USA,Los Angeles,CUST7389,PROD416,Tablet,Samsung Galaxy Tab,Dell,1,604.49,0.04,0.18,684.77,Net Banking,Online,EMP428,3,0,Standard,2,EUR
ORD145127,13-12-2023,BR53,India,Bangalore,CUST5726,PROD243,Mobile,Samsung Galaxy S23,OnePlus,5,1847.76,0.15,0.18,9266.52,UPI,In-Store,EMP868,2,1,Standard,3,AED
ORD145128,31-10-2024,BR65,USA,New York,CUST3038,PROD250,Tablet,Lenovo Tab P11,Apple,2,700.35,0.05,0.18,1570.18,Cash,In-Store,EMP839,2,0,Standard,9,INR
ORD145129,18-03-2024,BR12,India,Pune,CUST9439,PROD761,Mobile,Samsung Galaxy S23,Lenovo,1,1750.9,0.04,0.18,1983.42,Credit Card,Online,EMP372,2,1,Standard,3,EUR
ORD145130,09-11-2024,BR103,India,Bangalore,CUST8536,PROD591,Laptop,Dell XPS 13,LG,5,1709.96,0.13,0.18,8777.22,Credit Card,In-Store,EMP929,0,0,Standard,5,AED
ORD145131,24-04-2024,BR105,India,Bangalore,CUST9285,PROD852,Accessories,Bluetooth Headphones,Samsung,2,795.36,0.16,0.18,1576.72,Debit Card,Online,EMP707,0,0,Standard,1,GBP
ORD145132,14-11-2023,BR53,UAE,Abu Dhabi,CUST1283,PROD472,Mobile,OnePlus 11,Samsung,4,734.38,0.12,0.18,3050.32,Debit Card,Online,EMP517,0,1,Same Day,9,USD
ORD145133,29-04-2024,BR37,USA,Los Angeles,CUST1458,PROD566,Tablet,Lenovo Tab P11,Lenovo,3,1632.74,0.02,0.18,5664.3,Cash,In-Store,EMP458,2,1,Standard,7,INR
ORD145134,01-10-2023,BR84,India,Pune,CUST9407,PROD896,TV,Samsung QLED 50,OnePlus,3,632.24,0.14,0.18,1924.79,Cash,In-Store,EMP623,2,0,Same Day,9,EUR
