OrderID,OrderDate,BranchID,Country,City,CustomerID,ProductID,ProductCategory,ProductName,Brand,Quantity,UnitPrice,DiscountRate,TaxRate,TotalAmount,PaymentMethod,SalesChannel,EmployeeID,WarrantyYears,ReturnFlag,ShipmentMode,DeliveryDays,Currency
ORD100021,2023-12-25,BR45,UK,London,CUST9346,PROD509,Laptop,Dell XPS 13,HP,4,690.11,0.26,0.18,2410.42,Cash,In-Store,EMP228,0,1,Express,3,AED
ORD100022,2023-09-29,BR50,USA,New York,CUST4114,PROD360,TV,LG OLED 48,Lenovo,3,900.97,0.3,0.18,2232.6,Credit Card,In-Store,EMP201,1,0,Express,7,USD
ORD100023,2024-11-11,BR52,UK,Birmingham,CUST5844,PROD667,Tablet,Lenovo Tab P11,Samsung,3,1038.89,0.2,0.18,2942.14,Debit Card,Online,EMP630,3,1,Same Day,3,AED
ORD100024,2024-08-05,BR60,UK,Manchester,CUST8238,PROD552,TV,Sony Bravia 55,Sony,3,459.86,0.24,0.18,1237.21,Debit Card,In-Store,EMP953,1,1,Same Day,2,GBP
ORD100025,2024-06-11,BR32,UAE,Abu Dhabi,CUST8784,PROD725,Mobile,iPhone 14,Sony,2,1622.8,0.04,0.18,3676.62,Credit Card,In-Store,EMP624,1,0,Same Day,7,EUR
ORD100026,2024-02-14,BR7,India,Pune,CUST5082,PROD968,Mobile,iPhone 14,LG,2,392.98,0.29,0.18,658.48,Credit Card,In-Store,EMP336,3,1,Same Day,9,AED
ORD100027,2024-09-01,BR58,UK,Manchester,CUST5246,PROD869,TV,Samsung QLED 50,LG,5,919.53,0.05,0.18,5153.97,Debit Card,In-Store,EMP984,3,1,Same Day,4,GBP
ORD100028,2024-03-26,BR30,USA,Chicago,CUST7275,PROD810,Laptop,MacBook Air M2,Lenovo,3,1791.4,0.02,0.18,6214.72,Debit Card,Online,EMP265,3,0,Express,6,AED
ORD100029,2024-04-22,BR62,Germany,Berlin,CUST1096,PROD460,Laptop,MacBook Air M2,LG,5,1894.82,0.01,0.18,11067.64,UPI,In-Store,EMP629,1,1,Express,4,GBP
ORD100030,2024-03-22,BR117,Germany,Berlin,CUST7455,PROD706,Accessories,Bluetooth Headphones,LG,2,1688.99,0.28,0.18,2869.93,Cash,Online,EMP285,3,0,Standard,8,INR
ORD100031,2023-02-21,BR97,UK,Manchester,CUST7906,PROD358,Tablet,iPad Air,OnePlus,3,708.13,0.26,0.18,1855.02,Credit Card,In-Store,EMP219,0,1,Express,4,USD
ORD100032,2024-10-29,BR73,USA,New York,CUST4571,PROD576,Laptop,Dell XPS 13,Apple,5,347.15,0.04,0.18,1966.26,UPI,In-Store,EMP371,0,0,Standard,5,USD
ORD100033,2024-08-15,BR14,USA,Chicago,CUST5941,PROD970,TV,Samsung QLED 50,LG,4,1885.87,0.06,0.18,8367.23,Cash,Online,EMP779,0,0,Express,9,EUR
ORD100034,2024-11-08,BR56,UK,London,CUST6934,PROD750,TV,Samsung QLED 50,Lenovo,1,1706.67,0.25,0.18,1510.4,Net Banking,Online,EMP645,1,0,Same Day,9,GBP
ORD100035,2024-09-22,BR36,UAE,Abu Dhabi,CUST8385,PROD349,Accessories,Bluetooth Headphones,Sony,3,1710.84,0.25,0.18,4542.28,Net Banking,In-Store,EMP544,0,0,Express,6,INR
ORD100036,2024-05-14,BR67,India,Bangalore,CUST4130,PROD187,Tablet,Samsung Galaxy Tab,Sony,5,1417.31,0.08,0.18,7693.16,Debit Card,In-Store,EMP700,1,0,Same Day,8,EUR
ORD100037,2024-04-03,BR71,USA,New York,CUST9698,PROD452,Tablet,iPad Air,LG,2,647.1,0.17,0.18,1267.54,Net Banking,In-Store,EMP560,3,1,Express,5,GBP
ORD100038,2023-08-25,BR13,USA,Los Angeles,CUST4180,PROD403,Tablet,iPad Air,Dell,2,471.95,0.15,0.18,946.73,Debit Card,In-Store,EMP383,2,1,Standard,9,INR
ORD100039,2023-10-08,BR61,USA,New York,CUST8843,PROD551,TV,LG OLED 48,Dell,4,250.05,0.0,0.18,1180.24,UPI,Online,EMP252,2,1,Express,2,USD
ORD100040,2024-02-15,BR11,Germany,Berlin,CUST5066,PROD221,TV,Samsung QLED 50,Apple,2,340.94,0.17,0.18,667.83,Cash,In-Store,EMP820,1,1,Same Day,7,EUR
ORD100041,2024-03-29,BR81,UK,Birmingham,CUST4457,PROD370,Accessories,Bluetooth Headphones,Apple,5,1922.21,0.03,0.18,11000.81,Credit Card,Online,EMP445,1,0,Same Day,2,INR
ORD100042,2023-01-03,BR10,Germany,Munich,CUST4824,PROD370,TV,LG OLED 48,Sony,1,501.38,0.21,0.18,467.39,Cash,Online,EMP635,0,1,Same Day,4,INR
ORD100043,2023-09-30,BR57,India,Mumbai,CUST3037,PROD579,Mobile,iPhone 14,Sony,5,1510.47,0.17,0.18,7396.77,UPI,In-Store,EMP478,3,1,Express,2,AED
ORD100044,2023-02-10,BR98,Germany,Hamburg,CUST5415,PROD690,Tablet,Lenovo Tab P11,Sony,1,228.09,0.29,0.18,191.09,Credit Card,Online,EMP681,3,0,Express,3,AED
ORD100045,2024-03-22,BR43,Germany,Berlin,CUST7744,PROD810,Accessories,Bluetooth Headphones,LG,3,676.06,0.03,0.18,2321.45,Net Banking,In-Store,EMP878,3,0,Same Day,1,EUR
ORD100046,2023-04-01,BR53,UK,Manchester,CUST1888,PROD292,Tablet,iPad Air,LG,5,1658.61,0.0,0.18,9785.8,Cash,In-Store,EMP837,3,1,Same Day,8,USD
ORD100047,2023-07-28,BR91,UK,Birmingham,CUST3594,PROD418,Laptop,MacBook Air M2,OnePlus,4,286.78,0.29,0.18,961.06,Cash,Online,EMP765,3,0,Standard,4,USD
ORD100048,2024-04-17,BR61,USA,Los Angeles,CUST4993,PROD567,Accessories,Keyboard,Sony,5,1425.55,0.12,0.18,7401.46,Cash,Online,EMP592,1,1,Same Day,9,INR
ORD100049,2023-03-13,BR111,UK,Manchester,CUST3434,PROD557,Tablet,Lenovo Tab P11,Sony,1,601.54,0.09,0.18,645.93,Cash,In-Store,EMP553,2,1,Same Day,9,EUR
ORD100050,2024-04-11,BR96,UK,London,CUST8749,PROD822,Laptop,HP Spectre x360,LG,2,1719.23,0.12,0.18,3570.5,Net Banking,In-Store,EMP879,1,1,Express,1,INR
ORD100051,2024-05-29,BR53,UAE,Abu Dhabi,CUST3529,PROD176,Mobile,Samsung Galaxy S23,Samsung,5,1825.36,0.0,0.18,10769.62,Net Banking,In-Store,EMP546,3,0,Same Day,2,GBP
ORD100052,2024-11-21,BR30,UAE,Abu Dhabi,CUST2480,PROD544,Tablet,Lenovo Tab P11,OnePlus,5,120.0,0.02,0.18,693.84,Credit Card,Online,EMP654,1,1,Same Day,5,USD
ORD100053,2023-02-17,BR22,UK,London,CUST3868,PROD180,Tablet,Samsung Galaxy Tab,Lenovo,4,333.86,0.16,0.18,1323.69,Cash,In-Store,EMP834,1,0,Express,10,INR
ORD100054,2023-08-26,BR87,Germany,Hamburg,CUST9955,PROD261,Tablet,Samsung Galaxy Tab,Sony,1,1802.87,0.14,0.18,1829.55,Credit Card,In-Store,EMP553,2,1,Same Day,7,GBP
ORD100055,2024-04-12,BR90,UK,London,CUST5837,PROD122,Accessories,Bluetooth Headphones,Samsung,2,793.66,0.11,0.18,1667.0,Net Banking,In-Store,EMP208,0,1,Same Day,8,GBP
ORD100056,2023-08-24,BR81,UAE,Abu Dhabi,CUST2591,PROD742,Laptop,HP Spectre x360,HP,5,538.72,0.23,0.18,2447.4,Credit Card,In-Store,EMP651,0,0,Same Day,6,INR
ORD100057,2023-04-03,BR68,UK,Manchester,CUST9221,PROD379,Accessories,Wireless Mouse,HP,2,1583.7,0.26,0.18,2765.77,Debit Card,In-Store,EMP693,2,1,Same Day,6,USD
ORD100058,2024-04-24,BR34,USA,Los Angeles,CUST9791,PROD226,Laptop,HP Spectre x360,LG,5,763.26,0.24,0.18,3422.46,Net Banking,In-Store,EMP888,2,0,Same Day,7,GBP
ORD100059,2023-04-21,BR117,India,Delhi,CUST5951,PROD764,Mobile,OnePlus 11,Lenovo,5,481.67,0.02,0.18,2785.02,Net Banking,Online,EMP343,0,1,Standard,5,EUR
ORD100060,2023-04-29,BR76,USA,Los Angeles,CUST3531,PROD524,TV,Sony Bravia 55,LG,4,773.47,0.28,0.18,2628.56,Credit Card,In-Store,EMP830,3,1,Express,1,GBP
ORD100061,2023-08-11,BR8,Germany,Munich,CUST7523,PROD382,Laptop,MacBook Air M2,Samsung,3,1111.71,0.29,0.18,2794.17,Debit Card,Online,EMP665,0,1,Same Day,4,AED
ORD100062,2023-01-22,BR105,USA,Chicago,CUST4817,PROD436,Laptop,Dell XPS 13,HP,1,1668.14,0.17,0.18,1633.78,Debit Card,Online,EMP483,1,0,Standard,9,GBP
ORD100063,2023-06-28,BR7,USA,New York,CUST3076,PROD859,Laptop,Dell XPS 13,Lenovo,2,1198.26,0.0,0.18,2827.89,Net Banking,Online,EMP963,0,1,Express,8,GBP
ORD100064,2024-06-09,BR59,UAE,Dubai,CUST1510,PROD162,Accessories,Keyboard,HP,5,134.56,0.23,0.18,611.31,Net Banking,In-Store,EMP636,0,1,Express,8,USD
ORD100065,2023-03-24,BR49,UK,Birmingham,CUST9692,PROD401,Laptop,Dell XPS 13,Dell,3,1267.42,0.18,0.18,3679.07,Net Banking,In-Store,EMP301,0,1,Same Day,9,INR
ORD100066,2024-03-16,BR41,Germany,Berlin,CUST5176,PROD483,Accessories,Bluetooth Headphones,OnePlus,4,861.18,0.03,0.18,3942.83,Debit Card,In-Store,EMP268,0,1,Standard,2,EUR
ORD100067,2023-04-09,BR112,UK,London,CUST1842,PROD394,TV,Sony Bravia 55,Lenovo,1,851.08,0.26,0.18,743.16,Cash,In-Store,EMP560,0,1,Same Day,9,INR
ORD100068,2023-06-08,BR109,Germany,Berlin,CUST1430,PROD723,Mobile,Samsung Galaxy S23,Lenovo,1,1537.08,0.17,0.18,1505.42,UPI,Online,EMP384,2,1,Same Day,5,GBP
ORD100069,2023-12-26,BR12,USA,Los Angeles,CUST9691,PROD320,Laptop,HP Spectre x360,LG,1,326.66,0.19,0.18,312.22,Net Banking,In-Store,EMP664,2,0,Standard,6,GBP
ORD100070,2023-11-29,BR85,UAE,Dubai,CUST7947,PROD597,Mobile,iPhone 14,Dell,5,147.04,0.02,0.18,850.19,Cash,In-Store,EMP624,2,1,Standard,9,USD
ORD100071,2023-12-20,BR77,Germany,Berlin,CUST1897,PROD107,Tablet,Lenovo Tab P11,OnePlus,5,1350.91,0.01,0.18,7890.67,Debit Card,In-Store,EMP416,1,1,Express,5,GBP
ORD100072,2023-05-03,BR10,USA,Dallas,CUST7505,PROD982,Accessories,Wireless Mouse,Dell,4,1088.54,0.07,0.18,4778.26,Credit Card,In-Store,EMP219,3,1,Standard,6,AED
ORD100073,2024-03-15,BR107,UAE,Abu Dhabi,CUST6928,PROD190,Accessories,Bluetooth Headphones,Samsung,4,90.67,0.1,0.18,385.17,Net Banking,Online,EMP449,3,1,Same Day,7,AED
ORD100074,2023-03-22,BR116,Germany,Munich,CUST6724,PROD459,Tablet,iPad Air,Lenovo,2,198.94,0.19,0.18,380.29,Debit Card,Online,EMP305,1,0,Express,4,INR
ORD100075,2024-09-08,BR88,India,Mumbai,CUST6295,PROD984,Laptop,HP Spectre x360,OnePlus,4,1521.17,0.23,0.18,5528.54,UPI,Online,EMP650,0,1,Express,8,GBP
ORD100076,2023-10-09,BR107,UAE,Dubai,CUST5703,PROD178,Tablet,Lenovo Tab P11,Samsung,3,950.4,0.01,0.18,3330.77,Credit Card,In-Store,EMP673,0,1,Express,10,INR
ORD100077,2023-11-26,BR92,UAE,Abu Dhabi,CUST2381,PROD616,TV,Sony Bravia 55,Apple,4,251.83,0.27,0.18,867.71,Debit Card,Online,EMP453,3,1,Express,9,AED
ORD100078,2024-09-16,BR102,India,Bangalore,CUST6482,PROD167,Tablet,Samsung Galaxy Tab,LG,4,1560.21,0.2,0.18,5891.35,UPI,Online,EMP771,3,0,Express,5,AED
ORD100079,2023-06-03,BR17,UK,London,CUST2388,PROD417,TV,Samsung QLED 50,Dell,3,654.95,0.2,0.18,1854.82,Cash,In-Store,EMP858,2,1,Standard,9,USD
ORD100080,2024-10-23,BR25,Germany,Hamburg,CUST4711,PROD240,Tablet,iPad Air,Lenovo,3,401.51,0.06,0.18,1336.06,Debit Card,Online,EMP502,0,1,Same Day,9,AED
ORD100081,2023-02-08,BR93,UK,Birmingham,CUST8170,PROD144,Laptop,HP Spectre x360,LG,2,366.38,0.25,0.18,648.49,Net Banking,In-Store,EMP892,1,0,Express,10,GBP
ORD100082,2024-04-04,BR60,India,Pune,CUST5616,PROD896,Tablet,Samsung Galaxy Tab,HP,3,1372.7,0.17,0.18,4033.27,Net Banking,In-Store,EMP365,1,1,Same Day,3,GBP
ORD100083,2023-02-23,BR116,Germany,Munich,CUST9410,PROD250,TV,Sony Bravia 55,Samsung,3,213.56,0.05,0.18,718.2,Net Banking,Online,EMP427,3,1,Express,1,EUR
ORD100084,2023-02-24,BR108,Germany,Hamburg,CUST6493,PROD910,Tablet,iPad Air,LG,1,781.08,0.01,0.18,912.46,Debit Card,Online,EMP239,2,0,Express,3,EUR
ORD100085,2024-04-04,BR15,UAE,Dubai,CUST5720,PROD343,Mobile,iPhone 14,Sony,2,1678.18,0.16,0.18,3326.82,UPI,Online,EMP248,1,1,Express,10,EUR
ORD100086,2023-03-06,BR55,USA,Dallas,CUST1025,PROD729,TV,Samsung QLED 50,Apple,5,1171.34,0.22,0.18,5390.51,UPI,Online,EMP784,3,1,Standard,2,AED
ORD100087,2024-01-05,BR46,USA,New York,CUST2106,PROD453,Accessories,Bluetooth Headphones,Apple,4,1963.03,0.08,0.18,8524.26,Debit Card,Online,EMP990,2,0,Standard,1,GBP
ORD100088,2024-07-13,BR92,UK,Birmingham,CUST8498,PROD137,Laptop,HP Spectre x360,OnePlus,4,1281.88,0.24,0.18,4598.36,UPI,Online,EMP244,1,0,Standard,6,GBP
ORD100089,2024-06-11,BR111,Germany,Hamburg,CUST6438,PROD379,Accessories,Bluetooth Headphones,Apple,2,607.92,0.26,0.18,1061.67,Credit Card,In-Store,EMP647,3,0,Same Day,8,EUR
ORD100090,2023-12-14,BR70,India,Delhi,CUST5813,PROD428,Accessories,Bluetooth Headphones,Sony,1,1467.81,0.02,0.18,1697.38,Credit Card,Online,EMP535,2,0,Express,8,AED
ORD100091,2024-03-12,BR10,India,Delhi,CUST7655,PROD472,Tablet,Samsung Galaxy Tab,Apple,3,1248.96,0.13,0.18,3846.55,Cash,Online,EMP231,1,0,Same Day,8,USD
ORD100092,2023-05-10,BR48,USA,Los Angeles,CUST7095,PROD554,Tablet,Samsung Galaxy Tab,LG,5,113.15,0.05,0.18,634.21,Credit Card,Online,EMP742,2,1,Express,6,GBP
ORD100093,2023-09-13,BR28,USA,New York,CUST5678,PROD810,Laptop,MacBook Air M2,LG,5,279.63,0.23,0.18,1270.36,Net Banking,Online,EMP325,1,1,Standard,8,INR
ORD100094,2024-12-31,BR109,Germany,Berlin,CUST3580,PROD828,Tablet,Lenovo Tab P11,Lenovo,1,1122.49,0.09,0.18,1205.33,Debit Card,In-Store,EMP720,1,1,Standard,4,INR
ORD100095,2023-08-31,BR9,Germany,Berlin,CUST6067,PROD507,Tablet,Lenovo Tab P11,Lenovo,4,1617.14,0.17,0.18,6335.31,Net Banking,In-Store,EMP987,3,0,Same Day,2,INR
ORD100096,2023-11-21,BR99,USA,Dallas,CUST3114,PROD543,Accessories,Keyboard,Lenovo,2,1762.02,0.23,0.18,3201.94,Cash,Online,EMP327,1,0,Express,3,INR
ORD100097,2023-11-27,BR17,India,Bangalore,CUST5961,PROD729,TV,LG OLED 48,Samsung,3,432.79,0.29,0.18,1087.77,Cash,Online,EMP714,1,1,Same Day,10,INR
ORD100098,2023-06-25,BR84,UAE,Abu Dhabi,CUST4453,PROD885,TV,Sony Bravia 55,Apple,1,138.65,0.19,0.18,132.52,Cash,In-Store,EMP832,0,1,Express,9,GBP
ORD100099,2024-10-19,BR57,UK,Manchester,CUST7809,PROD595,Laptop,HP Spectre x360,LG,3,934.41,0.21,0.18,2613.17,Net Banking,Online,EMP548,1,0,Express,6,GBP
ORD100100,2024-02-13,BR32,India,Bangalore,CUST3308,PROD199,TV,Samsung QLED 50,Samsung,3,521.39,0.04,0.18,1771.89,Credit Card,In-Store,EMP593,3,1,Standard,3,GBP
ORD100101,2024-08-14,BR51,UK,London,CUST9281,PROD568,Laptop,MacBook Air M2,OnePlus,4,1764.2,0.15,0.18,7077.97,Debit Card,Online,EMP797,2,0,Standard,1,GBP
ORD100102,2024-05-21,BR98,UAE,Abu Dhabi,CUST7606,PROD474,Tablet,Lenovo Tab P11,Apple,1,890.31,0.26,0.18,777.42,Credit Card,In-Store,EMP252,1,1,Express,9,GBP
ORD100103,2023-03-17,BR51,Germany,Hamburg,CUST7114,PROD913,Accessories,Keyboard,Sony,5,1376.78,0.04,0.18,7798.08,UPI,In-Store,EMP973,1,0,Standard,10,AED
ORD100104,2024-02-16,BR78,UAE,Dubai,CUST9446,PROD243,Mobile,iPhone 14,Dell,3,1617.73,0.16,0.18,4810.48,UPI,In-Store,EMP366,3,0,Same Day,5,AED
ORD100105,2023-12-11,BR75,UAE,Abu Dhabi,CUST6040,PROD915,TV,LG OLED 48,OnePlus,1,768.3,0.2,0.18,725.28,Credit Card,In-Store,EMP471,1,1,Same Day,1,AED
ORD100106,2024-05-06,BR3,India,Delhi,CUST8225,PROD421,Laptop,HP Spectre x360,HP,1,1166.51,0.21,0.18,1087.42,Net Banking,Online,EMP622,1,0,Express,9,AED
ORD100107,2024-04-27,BR59,USA,Los Angeles,CUST9734,PROD450,TV,Sony Bravia 55,Lenovo,4,1074.68,0.09,0.18,4615.97,Cash,In-Store,EMP892,2,0,Same Day,8,INR
ORD100108,2023-09-10,BR41,UK,Birmingham,CUST8861,PROD457,Tablet,iPad Air,Sony,3,1424.56,0.21,0.18,3983.92,Cash,In-Store,EMP494,0,1,Same Day,9,EUR
ORD100109,2024-02-09,BR96,UK,London,CUST8849,PROD319,Tablet,iPad Air,Sony,1,725.41,0.13,0.18,744.71,Debit Card,In-Store,EMP775,2,1,Standard,2,AED
ORD100110,2024-08-23,BR13,India,Pune,CUST3252,PROD105,Mobile,OnePlus 11,HP,2,152.36,0.12,0.18,316.42,Cash,Online,EMP616,3,1,Express,4,GBP
ORD100111,2023-11-25,BR117,UK,Birmingham,CUST3868,PROD527,Mobile,iPhone 14,HP,5,1490.44,0.26,0.18,6507.26,Debit Card,Online,EMP606,3,0,Standard,5,USD
ORD100112,2023-01-10,BR114,UK,Birmingham,CUST3198,PROD971,TV,Sony Bravia 55,Lenovo,3,935.98,0.19,0.18,2683.83,Cash,In-Store,EMP479,1,1,Standard,6,INR
ORD100113,2024-04-14,BR79,UK,Birmingham,CUST7643,PROD946,Laptop,Dell XPS 13,Lenovo,3,1157.17,0.23,0.18,3154.21,Net Banking,In-Store,EMP288,3,0,Same Day,2,INR
ORD100114,2023-05-24,BR39,Germany,Munich,CUST1187,PROD367,Laptop,Dell XPS 13,Sony,4,509.27,0.23,0.18,1850.89,UPI,Online,EMP263,0,1,Express,5,INR
ORD100115,2024-02-20,BR62,UAE,Abu Dhabi,CUST3509,PROD565,Mobile,OnePlus 11,Sony,3,1248.52,0.07,0.18,4110.38,Cash,In-Store,EMP625,3,0,Same Day,4,INR
ORD100116,2024-11-27,BR74,UAE,Dubai,CUST9792,PROD253,TV,LG OLED 48,Lenovo,1,1838.63,0.03,0.18,2104.5,Debit Card,In-Store,EMP732,3,0,Standard,4,AED
ORD100117,2024-05-15,BR87,USA,Dallas,CUST6049,PROD840,Mobile,Samsung Galaxy S23,Dell,5,860.08,0.17,0.18,4211.81,Credit Card,In-Store,EMP460,0,1,Same Day,4,AED
ORD100118,2023-03-16,BR120,USA,Dallas,CUST8734,PROD132,Tablet,Lenovo Tab P11,Samsung,5,1988.54,0.28,0.18,8447.32,UPI,In-Store,EMP384,1,0,Same Day,7,GBP
ORD100119,2024-01-27,BR68,Germany,Munich,CUST3086,PROD845,Accessories,Wireless Mouse,Dell,3,281.33,0.3,0.18,697.14,Debit Card,Online,EMP974,0,1,Express,8,AED
ORD100120,2024-03-10,BR5,UAE,Abu Dhabi,CUST7868,PROD729,Laptop,Dell XPS 13,OnePlus,3,352.49,0.06,0.18,1172.95,Credit Card,Online,EMP411,0,0,Standard,10,USD
ORD100121,2024-04-02,BR18,UAE,Dubai,CUST9255,PROD396,Laptop,HP Spectre x360,Apple,4,905.98,0.16,0.18,3592.03,Debit Card,In-Store,EMP791,2,0,Standard,5,INR
ORD100122,2024-11-07,BR81,UAE,Dubai,CUST7999,PROD669,Accessories,Bluetooth Headphones,Sony,1,1135.6,0.18,0.18,1098.81,Net Banking,Online,EMP552,3,0,Same Day,6,EUR
ORD100123,2024-02-23,BR104,India,Bangalore,CUST8586,PROD159,Accessories,Wireless Mouse,OnePlus,2,1706.21,0.09,0.18,3664.26,Cash,In-Store,EMP626,1,0,Express,4,GBP
ORD100124,2023-07-28,BR35,UK,Birmingham,CUST7179,PROD789,Mobile,Samsung Galaxy S23,Lenovo,1,1094.49,0.25,0.18,968.62,Cash,Online,EMP274,1,0,Same Day,9,INR
ORD100125,2024-05-05,BR118,India,Bangalore,CUST4974,PROD812,Tablet,iPad Air,HP,2,1926.05,0.04,0.18,4363.66,Cash,Online,EMP606,1,1,Same Day,6,GBP
ORD100126,2024-01-25,BR103,Germany,Hamburg,CUST8692,PROD879,Tablet,Samsung Galaxy Tab,Sony,3,1049.99,0.15,0.18,3159.42,UPI,Online,EMP579,2,0,Express,1,AED
ORD100127,2023-08-15,BR73,India,Mumbai,CUST5026,PROD611,Tablet,Lenovo Tab P11,LG,3,347.2,0.1,0.18,1106.18,Cash,In-Store,EMP463,3,1,Same Day,8,EUR
ORD100128,2023-06-22,BR68,UK,London,CUST1554,PROD959,Laptop,HP Spectre x360,OnePlus,2,1837.95,0.16,0.18,3643.55,Credit Card,Online,EMP982,0,0,Express,3,INR
ORD100129,2023-03-11,BR85,India,Mumbai,CUST8993,PROD116,Laptop,HP Spectre x360,OnePlus,3,167.88,0.19,0.18,481.38,Credit Card,In-Store,EMP212,0,1,Same Day,5,AED
ORD100130,2023-10-21,BR105,USA,Dallas,CUST6807,PROD373,Laptop,Dell XPS 13,Samsung,5,340.35,0.06,0.18,1887.58,Net Banking,Online,EMP582,3,1,Express,10,INR
ORD100131,2024-12-14,BR8,India,Bangalore,CUST1154,PROD819,Mobile,OnePlus 11,Apple,1,840.29,0.11,0.18,882.47,Debit Card,Online,EMP711,3,1,Same Day,6,AED
ORD100132,2023-04-08,BR116,UAE,Dubai,CUST9897,PROD677,Laptop,Dell XPS 13,OnePlus,3,140.8,0.02,0.18,488.46,Credit Card,Online,EMP522,0,1,Standard,10,INR
ORD100133,2024-12-30,BR50,Germany,Berlin,CUST3292,PROD909,Tablet,iPad Air,HP,5,1677.57,0.12,0.18,8709.94,Credit Card,In-Store,EMP254,0,1,Express,4,USD
ORD100134,2023-12-15,BR56,UAE,Abu Dhabi,CUST4043,PROD796,Tablet,iPad Air,Sony,4,1006.68,0.11,0.18,4228.86,Cash,In-Store,EMP287,2,1,Standard,2,USD
